id,name,data,eserviceName,producerName,totalActiveConsumers,activeConsumersByMacroCategory,eserviceName,producerName,totalActiveConsumers,activeConsumersByMacroCategory
0,Totale,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 290, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]"
0,Totale,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 290, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"{'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]"
0,Totale,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 290, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"{'id': '3', 'name': 'Comuni', 'count': 237}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]"
0,Totale,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 290, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"{'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]"
0,Totale,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 290, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]"
0,Totale,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 290, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"{'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]"
0,Totale,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 290, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]"
0,Totale,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 290, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,290.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 4}, {'id': '3', 'name': 'Comuni', 'count': 237}, {'id': '4', 'name': 'Enti Nazionali di Previdenza ed Assistenza Sociale', 'count': 1}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 8}]"
0,Totale,"{'eserviceName': 'PCP - Servizi comuni', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 41, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]"
0,Totale,"{'eserviceName': 'PCP - Servizi comuni', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 41, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"{'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]"
0,Totale,"{'eserviceName': 'PCP - Servizi comuni', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 41, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"{'id': '3', 'name': 'Comuni', 'count': 1}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]"
0,Totale,"{'eserviceName': 'PCP - Servizi comuni', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 41, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"{'id': '11', 'name': 'Enti privati', 'count': 15}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]"
0,Totale,"{'eserviceName': 'PCP - Servizi comuni', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 41, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]"
0,Totale,"{'eserviceName': 'PCP - Servizi comuni', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 41, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"{'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]"
0,Totale,"{'eserviceName': 'PCP - Servizi comuni', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 41, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]"
0,Totale,"{'eserviceName': 'PCP - Servizi comuni', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 41, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]"
0,Totale,"{'eserviceName': 'PCP – Comunica appalto', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 41, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]}",PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}",PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,41.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}, {'id': '2', 'name': 'Aziende sanitarie locali e Strutture di ricovero', 'count': 1}, {'id': '3', 'name': 'Comuni', 'count': 1}, {'id': '11', 'name': 'Enti privati', 'count': 15}, {'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}, {'id': '12', 'name': 'Pubbliche Amministrazioni Centrali', 'count': 1}, {'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}, {'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 9}]"
